StartDate,EndDate,Status,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,DistributionChannel,UserLanguage,Q_RecaptchaScore,Q1. Metadata_Browser,Q1. Metadata_Version,Q1. Metadata_Operating System,Q1. Metadata_Resolution,Q2. Time_First Click,Q2. Time_Last Click,Q2. Time_Page Submit,Q2. Time_Click Count,Q3. Consent,"Q10. GS1, Time_First Click","Q10. GS1, Time_Last Click","Q10. GS1, Time_Page Submit","Q10. GS1, Time_Click Count","Q12. GS1, Option","Q13. GS1, Rating","Q13. GS1, Rationale","Q10. GS2, Time_First Click","Q10. GS2, Time_Last Click","Q10. GS2, Time_Page Submit","Q10. GS2, Time_Click Count","Q12. GS2, Option","Q13. GS2, Rating","Q14. GS2, Rationale","Q10. GS3, Time_First Click","Q10. GS3, Time_Last Click","Q10. GS3, Time_Page Submit","Q10. GS3, Time_Click Count","Q12. GS3, Option.","Q13. GS3, Rating","Q14. GS3, Rationle","Q10. LS1, Time_First Click","Q10. LS1, Time_Last Click","Q10. LS1, Time_Page Submit","Q10. LS1, Time_Click Count","Q12. LS1, Option","Q13. LS1, Rating","Q14. LS1, Rationale","Q10. LS2, Time_First Click","Q10. LS2, Time_Last Click","Q10. LS2, Time_Page Submit","Q10. LS2, Time_Click Count","Q12. LS2, Option","Q13. LS2, Rating","Q14. LS2, Rationale","Q10. LS3, Time_First Click","Q10. LS3, Time_Last Click","Q10. LS3, Time_Page Submit","Q10. LS3, Time_Click Count","Q12. LS3, Option","Q13. LS3, Rating","Q14. LS3, Rationale",Q34_First Click,Q34_Last Click,Q34_Page Submit,Q34_Click Count,Q. NEP_1,Q. NEP_2,Q. NEP_3,Q. NEP_4,Q. NEP_5,Q. NEP_6,Q. NEP_7,Q. NEP_8,"Q4. Dem, Time1_First Click","Q4. Dem, Time1_Last Click","Q4. Dem, Time1_Page Submit","Q4. Dem, Time1_Click Count",Q5. Age,Q6. Gender,Q6. Gender_4_TEXT,Q8. Ethnicity,Q8. Ethnicity_6_TEXT,"Q7. Dem, Time2_First Click","Q7. Dem, Time2_Last Click","Q7. Dem, Time2_Page Submit","Q7. Dem, Time2_Click Count",Q9. Education,Q10. Country,Q10. Student,Q91,Q62,Q62_2_TEXT,Q63,Q63_2_TEXT,Q61,Condition
7/17/23 23:30,7/17/23 23:32,IP Address,100,105,TRUE,7/17/23 23:32,R_WfhjAfmyx5KpXMZ,anonymous,EN,0.400000006,Chrome,108.0.0.0,Windows NT 6.3,1920x1080,13.054,13.054,13.811,1,"Yes, I provide my consent and want to take part.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.857,21.632,24.068,2,Proposal A,2: Preference for Proposal A,,,,,,,,,2.156,8.475,9.816,9,"1: Strongly
Agree",2: Somewhat Agree,"1: Strongly
Agree","1: Strongly
Agree","1: Strongly
Agree","1: Strongly
Agree","1: Strongly
Agree",3: Neutral,2.137,2.137,3.598,1,35 - 44 years old,Male,,White or Caucasian,,2.057,12.105,13.302,4,Associates or technical degree,Amrican,No,Yes,Yes,,Yes,,,4
7/17/23 23:07,7/17/23 23:35,IP Address,100,1712,TRUE,7/17/23 23:35,R_2wtPqMnzDGKmqaq,anonymous,EN,0.899999976,Chrome,108.0.0.0,Windows NT 10.0,1440x752,19.005,48.243,54.352,9,"Yes, I provide my consent and want to take part.",5.101,101.527,102.891,15,Proposal B,6: Preference for Proposal B,Hopefully more animals will survive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.06,109.295,111.272,9,"1: Strongly
Agree","1: Strongly
Agree","1: Strongly
Agree","1: Strongly
Agree","1: Strongly
Agree","1: Strongly
Agree","1: Strongly
Agree","1: Strongly
Agree",5.98,5.98,9.208,1,25 - 34 years old,Female,,White or Caucasian,,51.41,79.143,93.638,4,"Graduate or professional degree (MA, MS, MBA, PHd, JD, MD, etc.)",America,No,Yes,Yes,,Yes,,I hope I can appeal to more people to protect the environment,0
7/17/23 23:07,7/17/23 23:36,IP Address,100,1732,TRUE,7/17/23 23:36,R_wTuxf67I9UgpXgZ,anonymous,EN,0.699999988,Chrome,108.0.0.0,Windows NT 10.0,1440x752,10.029,43.375,45.366,10,"Yes, I provide my consent and want to take part.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.596,102.05,103.426,19,Proposal B,6: Preference for Proposal B,Hopefully more animals will survive,,,,,,,,5.392,145.255,147.31,9,"1: Strongly
Agree","1: Strongly
Agree","1: Strongly
Agree","1: Strongly
Agree","1: Strongly
Agree","1: Strongly
Agree","1: Strongly
Agree","1: Strongly
Agree",4.462,4.462,7.812,1,25 - 34 years old,Female,,White or Caucasian,,51.54,79.159,93.727,4,"Graduate or professional degree (MA, MS, MBA, PHd, JD, MD, etc.)",America,No,Yes,Yes,,Yes,,I hope I can appeal to more people to protect the environment,4
7/17/23 23:07,7/17/23 23:36,IP Address,100,1775,TRUE,7/17/23 23:36,R_3q8AiYoE5681AKV,anonymous,EN,0.899999976,Chrome,108.0.0.0,Windows NT 10.0,1440x752,15.934,49.742,51.157,10,"Yes, I provide my consent and want to take part.",,,,,,,,,,,,,,,,,,,,,,5.16,101.61,102.987,14,Proposal B,6: Preference for Proposal B,Hopefully more animals will survive,,,,,,,,,,,,,,,4.645,111.162,113.277,9,"1: Strongly
Agree","1: Strongly
Agree","1: Strongly
Agree","1: Strongly
Agree","1: Strongly
Agree","1: Strongly
Agree","1: Strongly
Agree","1: Strongly
Agree",6.217,6.217,9.57,1,25 - 34 years old,Male,,White or Caucasian,,50.329,78.063,92.633,4,"Graduate or professional degree (MA, MS, MBA, PHd, JD, MD, etc.)",America,No,Yes,Yes,,Yes,,I hope I can appeal to more people to protect the environment,3
7/17/23 23:38,7/17/23 23:40,IP Address,100,163,TRUE,7/17/23 23:40,R_3dYBRsnR4sMWKqA,anonymous,EN,0.899999976,Chrome,79.0.3945.116,Android 9,360x800,7.406,8.563,9.263,3,"Yes, I provide my consent and want to take part.",,,,,,,,,,,,,,,1.988,19.44,40.28,11,Proposal A,1: Strong Preference for Proposal A,Survival rate is higher than B,,,,,,,,,,,,,,,,,,,,,,1.29,11.485,12.301,14,"1: Strongly
Agree","1: Strongly
Agree","1: Strongly
Agree",2: Somewhat Agree,"1: Strongly
Agree","1: Strongly
Agree","1: Strongly
Agree",2: Somewhat Agree,6.004,7.415,8.001,2,18 - 24 years old,Female,,Black/African/Caribbean,,1.953,25.428,26.561,8,Some high school / secondary school or less,London,Yes,Yes,,,,,,2
7/17/23 23:39,7/17/23 23:42,IP Address,100,192,TRUE,7/17/23 23:42,R_1CgueOjgTYGxOkq,anonymous,EN,1,Chrome,106.0.0.0,Windows NT 10.0,1920x1080,124.555,124.555,125.479,1,"Yes, I provide my consent and want to take part.",,,,,,,,3.2,15.042,17.598,3,Proposal A,3: Slight Preference for Propsal A,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.987,5.724,6.335,9,3: Neutral,2: Somewhat Agree,3: Neutral,4: Somewhat Disagree,3: Neutral,3: Neutral,2: Somewhat Agree,3: Neutral,0.594,0.594,1.814,1,25 - 34 years old,Male,,White or Caucasian,,0.58,4.74,4.742,3,Associates or technical degree,,Yes,Yes,Yes,,Yes,,,1
7/17/23 23:41,7/17/23 23:43,IP Address,100,110,TRUE,7/17/23 23:43,R_2y2a7kh1IGUV8M3,anonymous,EN,0.899999976,Chrome,79.0.3945.116,Android 9,360x800,5.16,6.316,6.898,2,"Yes, I provide my consent and want to take part.",,,,,,,,,,,,,,,,,,,,,,0.831,6.015,28.036,10,Proposal A,2: Preference for Proposal A,Many will survive,,,,,,,,,,,,,,,1.086,10.087,10.584,18,2: Somewhat Agree,2: Somewhat Agree,3: Neutral,2: Somewhat Agree,3: Neutral,2: Somewhat Agree,3: Neutral,2: Somewhat Agree,1.067,5.145,5.819,4,25 - 34 years old,Female,,White or Caucasian,,1.131,16.283,16.828,11,Bachelor's degree,Cambridge,No,Yes,,,,,,3
7/18/23 0:12,7/18/23 0:17,IP Address,100,251,TRUE,7/18/23 0:17,R_3kGQIbfu9gB5AUa,anonymous,EN,0.899999976,Chrome,99.0.4844.88,Android 12,360x800,30.882,35.922,36.652,9,"Yes, I provide my consent and want to take part.",,,,,,,,3.813,48.3,90.663,19,Proposal A,3: Slight Preference for Propsal A,At least 300 trees can be kept to avoid it.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.623,28.744,29.295,18,3: Neutral,2: Somewhat Agree,2: Somewhat Agree,2: Somewhat Agree,2: Somewhat Agree,2: Somewhat Agree,2: Somewhat Agree,2: Somewhat Agree,2.1,3.195,3.401,3,25 - 34 years old,Female,,White or Caucasian,,3.209,15.781,16.25,12,Bachelor's degree,New York,No,I'm not sure,Yes,,Yes,,protect,1
7/18/23 0:25,7/18/23 0:28,IP Address,100,158,TRUE,7/18/23 0:28,R_cPg4ASMvirqTaQV,anonymous,EN,0.899999976,Chrome,87.0.4280.141,Android 11,360x800,13.4,14.219,15.209,2,"Yes, I provide my consent and want to take part.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.321,10.205,10.242,10,Proposal A,5: Slight reference for Proposal B,,2.006,6.501,7.259,14,4: Somewhat Disagree,4: Somewhat Disagree,4: Somewhat Disagree,"5: Strongly
Disagree","5: Strongly
Disagree","5: Strongly
Disagree",4: Somewhat Disagree,4: Somewhat Disagree,0.992,1.817,2.168,3,18 - 24 years old,Male,,White or Caucasian,,1.901,20.657,20.906,8,Bachelor's degree,United States of America,Yes,Yes,Yes,,Yes,,,5
7/18/23 0:28,7/18/23 0:31,IP Address,100,176,TRUE,7/18/23 0:31,R_C3otmMEZ2TRXbIl,anonymous,EN,,Chrome,78.0.3904.96,Android 11,360x800,30.697,31.735,32.183,2,"Yes, I provide my consent and want to take part.",1.05,5.435,61.112,9,Proposal A,6: Preference for Proposal B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.123,9.745,10.425,15,"1: Strongly
Agree","1: Strongly
Agree","1: Strongly
Agree",2: Somewhat Agree,2: Somewhat Agree,"1: Strongly
Agree",2: Somewhat Agree,2: Somewhat Agree,1.214,1.692,2.174,2,25 - 34 years old,Male,,White or Caucasian,,1.208,16.1,16.816,5,Bachelor's degree,United States of America,Yes,Yes,Yes,,Yes,,,0
7/18/23 0:26,7/18/23 0:52,IP Address,100,1554,TRUE,7/18/23 0:52,R_3emKJ6068YOJTTZ,anonymous,EN,0.899999976,Chrome,90.0.4430.61,Windows,355x793,38.446,106.336,107.257,7,"Yes, I provide my consent and want to take part.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.356,475.672,582.147,51,Proposal A,3: Slight Preference for Propsal A,Proposal B has a probability of clearing all trees over 50.,,,,,,,,1.613,223.447,224.676,22,2: Somewhat Agree,2: Somewhat Agree,"1: Strongly
Agree","1: Strongly
Agree",2: Somewhat Agree,2: Somewhat Agree,"1: Strongly
Agree",2: Somewhat Agree,1.459,33.944,34.573,6,25 - 34 years old,Male,,White or Caucasian,,3.479,155.779,156.893,11,Completed high school / secondary school,United States of America,No,I'm not sure,Yes,,Yes,,,4
7/18/23 0:52,7/18/23 0:57,IP Address,100,280,TRUE,7/18/23 0:57,R_yqGQtJCNm7Kybi9,anonymous,EN,0.899999976,Chrome,98.0.4758.102,Android 13,393x851,9.995,11.18,12.412,3,"Yes, I provide my consent and want to take part.",,,,,,,,,,,,,,,,,,,,,,2.406,79.719,80.355,22,Proposal B,5: Slight reference for Proposal B,emm,,,,,,,,,,,,,,,2.806,9.821,10.566,15,4: Somewhat Disagree,2: Somewhat Agree,"5: Strongly
Disagree",3: Neutral,"5: Strongly
Disagree",4: Somewhat Disagree,3: Neutral,2: Somewhat Agree,0.5,1.579,2.215,3,25 - 34 years old,Female,,White or Caucasian,,1.401,9.706,10.606,8,Bachelor's degree,US,No,Yes,Yes,,Yes,,,3
7/18/23 1:20,7/18/23 1:29,IP Address,100,543,TRUE,7/18/23 1:29,R_2QuDRxDflkfBBeT,anonymous,EN,0.699999988,Chrome,106.0.0.0,Windows NT 10.0,1536x864,223.559,227.646,228.911,2,"Yes, I provide my consent and want to take part.",,,,,,,,109.103,217.117,219.362,10,Proposal A,2: Preference for Proposal A,Option A ensures that at least 300 trees are protected. This scheme provides a definitive solution that ensures the preservation of a portion of the trees,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.497,30.249,31.069,8,2: Somewhat Agree,"1: Strongly
Agree",2: Somewhat Agree,"1: Strongly
Agree","1: Strongly
Agree","1: Strongly
Agree","1: Strongly
Agree","1: Strongly
Agree",2.068,2.068,3.049,1,25 - 34 years old,Male,,White or Caucasian,,2.057,17.377,18.304,3,Associates or technical degree,America,No,No,Yes,,Yes,,no,1
7/18/23 1:40,7/18/23 1:51,IP Address,100,659,TRUE,7/18/23 1:51,R_1mW6PdwEs8r1TXv,anonymous,EN,0.899999976,Safari,537.36,Android 12,360x803,10.858,50.07,50.986,5,"Yes, I provide my consent and want to take part.",16.615,122.52,123.289,15,Proposal B,6: Preference for Proposal B,Oil spill is related to the industrial chain.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.637,75.95,76.485,17,3: Neutral,"1: Strongly
Agree","5: Strongly
Disagree","1: Strongly
Agree","1: Strongly
Agree","1: Strongly
Agree","1: Strongly
Agree","1: Strongly
Agree",6.903,11.125,12.702,2,18 - 24 years old,Prefer not to say,,White or Caucasian,,14.304,50.382,54.307,8,Completed high school / secondary school,United States of America,Yes,I'm not sure,Yes,,Yes,,"Protect nature, nip in the bud.",0
7/18/23 2:01,7/18/23 2:05,IP Address,100,239,TRUE,7/18/23 2:05,R_2y4asQP1DyBe3XH,anonymous,EN,0.899999976,Safari,537.36,Android 11,360x780,9.851,66.787,67.387,5,"Yes, I provide my consent and want to take part.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.762,23.409,23.409,11,Proposal A,2: Preference for Proposal A,,1.27,31.448,32.385,15,2: Somewhat Agree,2: Somewhat Agree,2: Somewhat Agree,"1: Strongly
Agree",2: Somewhat Agree,3: Neutral,2: Somewhat Agree,"1: Strongly
Agree",1.271,3.353,4.178,2,25 - 34 years old,Female,,Asian,,1.704,16.867,17.302,8,Some high school / secondary school or less,United States of America,No,I'm not sure,Yes,,Yes,,without,5
7/18/23 2:01,7/18/23 2:07,IP Address,100,320,TRUE,7/18/23 2:07,R_2VqACMPK4Bnb4KE,anonymous,EN,0.899999976,Chrome,98.0.4758.102,Android 11,360x780,17.817,19.904,20.7,4,"Yes, I provide my consent and want to take part.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.916,20.194,20.222,14,Proposal A,2: Preference for Proposal A,,1.743,13.531,14.162,12,2: Somewhat Agree,2: Somewhat Agree,3: Neutral,"1: Strongly
Agree",2: Somewhat Agree,2: Somewhat Agree,2: Somewhat Agree,"1: Strongly
Agree",0.972,1.521,2.32,2,25 - 34 years old,Female,,Black/African/Caribbean,,2.157,23.3,24.291,8,Some high school / secondary school or less,United States of America,No,I'm not sure,Yes,,Yes,,without,5
7/18/23 2:07,7/18/23 2:09,IP Address,100,115,TRUE,7/18/23 2:09,R_2xIY3JPtjjpm9Ra,anonymous,EN,0.300000012,Chrome,98.0.4758.102,Android 11,360x780,6.327,7.645,8.688,2,"Yes, I provide my consent and want to take part.",0.747,4.339,6.102,8,Proposal A,2: Preference for Proposal A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.067,10.318,11.071,13,2: Somewhat Agree,2: Somewhat Agree,3: Neutral,"1: Strongly
Agree",2: Somewhat Agree,"1: Strongly
Agree",2: Somewhat Agree,2: Somewhat Agree,1.401,2.463,3.276,2,25 - 34 years old,Female,,Black/African/Caribbean,,6.802,28.625,29.595,9,Some high school / secondary school or less,United States of America,No,I'm not sure,Yes,,Yes,,without,0
7/18/23 2:09,7/18/23 2:12,IP Address,100,180,TRUE,7/18/23 2:12,R_CZBz9kbilBkv6uZ,anonymous,EN,1,Chrome,114.0.5735.196,Android 11,393x851,12.4,13.872,14.45,5,"Yes, I provide my consent and want to take part.",,,,,,,,,,,,,,,,,,,,,,0.501,82.467,82.778,33,Proposal B,7: Strong Preference for Proposal B,For sure save the marine animals,,,,,,,,,,,,,,,0.953,13.197,13.778,19,"1: Strongly
Agree","1: Strongly
Agree","1: Strongly
Agree","1: Strongly
Agree","1: Strongly
Agree","1: Strongly
Agree","1: Strongly
Agree","1: Strongly
Agree",8.902,9.644,10.002,2,25 - 34 years old,Female,,Asian,,2.101,13.217,14.305,7,"Graduate or professional degree (MA, MS, MBA, PHd, JD, MD, etc.)",Cyprus,Yes,Yes,Yes,,Yes,,,3
7/18/23 3:01,7/18/23 3:06,IP Address,100,283,TRUE,7/18/23 3:06,R_6XMOLr0Pn3rvyut,anonymous,EN,,Safari iPhone,16,iPhone,390x844,11,15.882,16.725,3,"Yes, I provide my consent and want to take part.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.188,56.763,57.976,12,Proposal A,1: Strong Preference for Proposal A,,,,,,,,,3.825,21.147,21.662,18,"1: Strongly
Agree",2: Somewhat Agree,2: Somewhat Agree,"1: Strongly
Agree",2: Somewhat Agree,"1: Strongly
Agree","1: Strongly
Agree","1: Strongly
Agree",2.42,9.893,16.101,4,55 - 64 years old,Male,,White or Caucasian,,2.195,47.727,56.149,15,Bachelor's degree,North Carolina,Yes,Yes,Yes,,Yes,,,4
7/18/23 3:22,7/18/23 3:29,IP Address,100,421,TRUE,7/18/23 3:29,R_31Eqja5qDmGpSwG,anonymous,EN,0.699999988,Chrome,99.0.4844.88,Android 12,320x713,8.173,17.433,18.331,4,"Yes, I provide my consent and want to take part.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.019,71.108,71.85,14,Proposal A,2: Preference for Proposal A,Option B is more likely to have more trees cut down.,,,,,,,,20.331,204.139,204.811,32,2: Somewhat Agree,"1: Strongly
Agree",2: Somewhat Agree,2: Somewhat Agree,2: Somewhat Agree,2: Somewhat Agree,"1: Strongly
Agree","1: Strongly
Agree",1.888,2.999,3.763,3,25 - 34 years old,Male,,White or Caucasian,,1.815,12.762,13.897,7,Bachelor's degree,America,No,I'm not sure,Yes,,Yes,,,4
7/18/23 4:09,7/18/23 4:15,IP Address,100,399,TRUE,7/18/23 4:15,R_2SAelcluPCnqEC5,anonymous,EN,0.699999988,Chrome,86.0.4240.99,Android 10,360x800,9.695,26.945,28.451,8,"Yes, I provide my consent and want to take part.",,,,,,,,2,125.256,126.053,36,Proposal A,5: Slight reference for Proposal B,It will be better to protect 300trees than to lose all 900 trees,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.161,45.722,46.351,15,"1: Strongly
Agree","1: Strongly
Agree","1: Strongly
Agree","1: Strongly
Agree","1: Strongly
Agree","1: Strongly
Agree","1: Strongly
Agree","1: Strongly
Agree",5.301,6.573,8.001,2,18 - 24 years old,Male,,Black/African/Caribbean,,4.201,37.295,38.733,7,Bachelor's degree,United Kingdom,Yes,Yes,Yes,,Yes,,,1
7/18/23 4:48,7/18/23 5:04,IP Address,100,971,TRUE,7/18/23 5:04,R_1P1QGQoH6XtiELA,anonymous,EN,0.699999988,Chrome,98.0.4758.102,Android 13,360x800,16.826,22.506,24.072,5,"Yes, I provide my consent and want to take part.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.747,135.989,136.705,28,Proposal A,2: Preference for Proposal A,Scheme A has a high probability and the least danger.,4.893,47.397,48.804,19,2: Somewhat Agree,"1: Strongly
Agree","1: Strongly
Agree","1: Strongly
Agree","1: Strongly
Agree","1: Strongly
Agree","1: Strongly
Agree","1: Strongly
Agree",10.259,14.467,15.152,4,25 - 34 years old,Male,,White or Caucasian,,4.073,62.369,63.798,13,Completed high school / secondary school,MA,No,Yes,Yes,,Yes,,without,5
7/18/23 7:12,7/18/23 7:16,IP Address,100,226,TRUE,7/18/23 7:16,R_1N52OX2C7i83OIG,anonymous,EN,0.400000006,Chrome,99.0.4844.88,Android 10,360x800,21.071,22.447,23.208,4,"Yes, I provide my consent and want to take part.",6.284,32.668,33.35,10,Proposal A,4: No preference for Proposal A or B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.067,34.743,36.36,16,3: Neutral,2: Somewhat Agree,2: Somewhat Agree,2: Somewhat Agree,"1: Strongly
Agree",2: Somewhat Agree,2: Somewhat Agree,2: Somewhat Agree,1.959,2.886,4.147,3,25 - 34 years old,Male,,Asian,,8.378,25.772,26.407,9,Associates or technical degree,United States,No,Yes,Yes,,Yes,,,0
7/18/23 8:24,7/18/23 8:28,IP Address,100,265,TRUE,7/18/23 8:28,R_ZenOyJ5ZgEHMk25,anonymous,EN,0.699999988,Chrome,98.0.4758.102,Android 13,360x800,6.2,26.306,26.857,11,"Yes, I provide my consent and want to take part.",,,,,,,,,,,,,,,,,,,,,,0.763,47.072,49.228,26,Proposal A,2: Preference for Proposal A,,,,,,,,,,,,,,,,3.7,48.582,49.112,21,"1: Strongly
Agree","1: Strongly
Agree",2: Somewhat Agree,"1: Strongly
Agree",3: Neutral,"1: Strongly
Agree",3: Neutral,2: Somewhat Agree,3.161,4.064,4.74,3,25 - 34 years old,Male,,White or Caucasian,,0.953,18.4,19.023,9,Bachelor's degree,United States of America,No,Yes,Yes,,Yes,,,3
